key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,a,1.05755,Incorrect,,,,,,t3.png,t1.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,58,58,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,,,,,,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,59,59,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.01797,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,60,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.83725,Correct!,,,,,,t3.png,t2.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,61,61,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.25284,Incorrect,,,,,,t5.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,62,62,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.62387,Incorrect,,,,,,t5.png,t5.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,63,63,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.371,Incorrect,,,,,,t5.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,64,64,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.005685,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,65,65,103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.083505,Incorrect,,,,,,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,66,66,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.589135,Correct!,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,67,67,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.25226,Incorrect,,,,,,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,68,68,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.851545,Correct!,,,,,,t2.png,t3.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,69,69,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.908325,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,70,70,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.500535,Incorrect,,,,,,t3.png,t2.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,71,71,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.08855,Correct!,,,,,,t5.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,72,72,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.750765,Incorrect,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,73,73,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.790605,Incorrect,,,,,,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,74,74,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.25048,Incorrect,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,75,75,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.408155,Correct!,,,,,,t2.png,t1.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,76,76,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.240635,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,77,77,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.142935,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,78,78,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.320215,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,79,79,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.70173,Correct!,,,,,,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,80,80,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.38695,Correct!,,,,,,t4.png,t3.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,81,81,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.485805,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,82,82,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.22167,Correct!,,,,,,t3.png,t5.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,83,83,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.752105,Correct!,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,84,84,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.36776,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,85,85,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.43708,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,86,86,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.038845,Correct!,,,,,,t1.png,t2.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,87,87,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.57183,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,88,88,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.349,Incorrect,,,,,,t3.png,t2.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,89,89,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.88546,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,90,90,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.803995,Correct!,,,,,,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,91,91,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.475715,Correct!,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,92,92,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.122195,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,93,93,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.05229,Incorrect,,,,,,t1.png,t1.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,94,94,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.34151,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,95,95,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.589025,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,96,96,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.334665,Correct!,,,,,,t2.png,t2.png,0,0.981,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,97,97,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.450815,Correct!,,,,,,t2.png,t4.png,2,0.0591,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,98,98,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.986285,Incorrect,,,,,,t3.png,t4.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,99,99,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.218595,Correct!,,,,,,t5.png,t4.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,100,100,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.925045,Incorrect,,,,,,t4.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,101,101,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.88406,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,102,102,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.118805,Incorrect,,,,,,t1.png,t2.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,103,103,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.320795,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,104,104,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.40434,Incorrect,,,,,,t2.png,t1.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,105,105,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.167725,Correct!,,,,,,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,106,106,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,,,,,,t1.png,t2.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,107,107,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.17795,Correct!,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,108,108,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.151465,Correct!,,,,,,t5.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,109,109,108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.250485,Correct!,,,,,,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,110,110,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.887765,Correct!,,,,,,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,111,111,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.023545,Correct!,,,,,,t3.png,t4.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,112,112,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.952845,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,113,113,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,,,,,,t2.png,t2.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,114,114,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.10061,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,115,115,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.851855,Correct!,,,,,,t5.png,t4.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,116,116,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.07404,Correct!,,,,,,t3.png,t2.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,117,117,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.500695,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,118,118,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.3724,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,0,119,119,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.206205,Correct!,,,,,,t5.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,space,1.639315,,,,,,,,space,11.08703,space,236.607795,0,0,0,108,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.684525,Incorrect,,,,,,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,1,1,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.45609,Incorrect,,,,,,t5.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,2,2,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.78796,Correct!,,,,,,t5.png,t4.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,3,3,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.422115,Incorrect,,,,,,t3.png,t2.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,4,4,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.920015,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,5,5,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.91792,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,6,6,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.618315,Correct!,,,,,,t3.png,t5.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,7,7,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.6332,Correct!,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,8,8,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.14238,Correct!,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,9,9,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.0546,Correct!,,,,,,t1.png,t2.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,10,10,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.93336,Correct!,,,,,,t2.png,t1.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,11,11,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.83829,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,12,12,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.919945,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,13,13,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.73582,Correct!,,,,,,t5.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,14,14,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.903725,Correct!,,,,,,t4.png,t3.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,15,15,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.192015,Incorrect,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,16,16,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.98532,Incorrect,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,17,17,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.60293,Correct!,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,18,18,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.03995,Correct!,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,19,19,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.29086,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,20,20,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.05498,Correct!,,,,,,t2.png,t4.png,2,0.0591,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,21,21,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.93425,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,22,22,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.237365,Incorrect,,,,,,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,23,23,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.11954,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,24,24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.64886,Correct!,,,,,,t3.png,t4.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,25,25,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.06789,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,26,26,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.455575,Incorrect,,,,,,t5.png,t3.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,27,27,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.97291,Correct!,,,,,,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,28,28,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.15464,Correct!,,,,,,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,29,29,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.30255,Correct!,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,30,30,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.8522,Correct!,,,,,,t5.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,31,31,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.802035,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,32,32,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.1723,Correct!,,,,,,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,33,33,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.1677,Incorrect,,,,,,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,34,34,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.149855,Correct!,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,35,35,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,
